first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,target,address,postcode,state,country,property_valuation
Torey,Kensall,M,6,1988-12-19,Food Chemist,Health,Affluent Customer,N,Yes,16.0,1,8 Northridge Drive,2072,NSW,Australia,10
Tomlin,missing,M,50,1979-11-16,Account Coordinator,missing,High Net Worth,N,Yes,7.0,1,091 Hoard Street,2229,NSW,Australia,12
Harriette,De Matteis,F,85,1967-04-07,Senior Quality Engineer,Health,Mass Customer,N,Yes,17.0,0,36445 Meadow Valley Road,3087,VIC,Australia,9
Ring,Birchall,M,79,1965-11-06,Accountant I,Health,Affluent Customer,N,No,4.0,1,419 2nd Center,4220,QLD,Australia,9
Tonnie,McLinden,M,11,1959-10-11,missing,IT,Mass Customer,N,Yes,19.0,1,41 Dwight Way,3585,VIC,Australia,1
Blanch,Leyshon,F,11,1991-05-18,Environmental Specialist,missing,High Net Worth,N,Yes,4.0,0,1908 Brickson Park Trail,2112,NSW,Australia,8
Mose,Middler,M,48,1991-06-07,Librarian,Entertainment,High Net Worth,N,No,2.0,1,367 Algoma Lane,2153,NSW,Australia,10
Eddi,Mansbridge,F,44,1969-03-29,Occupational Therapist,Health,Mass Customer,N,Yes,12.0,0,9037 Norway Maple Junction,2087,NSW,Australia,11
Christabella,Eldredge,F,58,1971-08-24,missing,Health,Affluent Customer,N,Yes,18.0,1,1301 Northwestern Place,2117,NSW,Australia,9
Poul,Dumphy,M,33,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8.0,1,3205 Service Park,2158,NSW,Australia,10
Rana,Streets,F,28,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,1,906 Pawling Place,4352,QLD,Australia,6
Hazlett,Goane,M,11,1963-04-24,missing,Manufacturing,High Net Worth,N,No,17.0,0,53141 Merrick Street,2064,NSW,Australia,12
Bryn,Whisby,M,14,1956-04-03,Research Nurse,Health,Mass Customer,N,No,17.0,1,51 Hollow Ridge Terrace,2768,NSW,Australia,9
Nerita,Keppie,F,14,1991-04-01,Product Engineer,Telecommunications,Mass Customer,N,Yes,3.0,0,38233 Boyd Alley,3976,VIC,Australia,6
Tremain,Breadon,M,96,1962-10-22,Analyst Programmer,IT,High Net Worth,N,No,12.0,0,21800 Duke Parkway,3219,VIC,Australia,3
Nelle,Haworth,F,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0,0,3 Buena Vista Pass,4209,QLD,Australia,5
Slade,Semark,M,32,1961-08-19,missing,Financial Services,High Net Worth,N,Yes,10.0,1,11 Victoria Place,2036,NSW,Australia,11
Alfonso,Readett,M,18,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,1,78 Colorado Park,4105,QLD,Australia,8
Wenona,Mahaddie,F,39,1988-12-30,Marketing Manager,Property,High Net Worth,N,No,20.0,0,39846 Springs Crossing,2154,NSW,Australia,10
Osgood,Seeborne,M,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6.0,0,8 Talisman Avenue,2211,NSW,Australia,10
Matilde,MacKeeg,F,49,1954-06-30,Health Coach IV,Health,High Net Worth,N,No,17.0,0,147 Waubesa Point,2094,NSW,Australia,12
Marie-jeanne,Mattson,F,81,1993-09-26,missing,Manufacturing,High Net Worth,N,Yes,7.0,1,2 Dwight Point,4133,QLD,Australia,5
Chad,missing,F,63,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Yes,7.0,0,62 Mallard Avenue,3437,VIC,Australia,7
Jennica,Jeeks,F,89,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21.0,1,9 Onsgard Court,3170,VIC,Australia,9
Esma,Rycroft,F,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,0,20415 Clyde Gallagher Parkway,2333,NSW,Australia,5
Cobb,Schrinel,M,41,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0,0,32 Hagan Junction,2570,NSW,Australia,9
Lou,Yellep,F,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,No,5.0,0,5 Spohn Alley,2121,NSW,Australia,11
Obadias,Gristwood,M,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,0,8 Scott Street,3205,VIC,Australia,8
Eada,Coaster,F,13,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4.0,0,02862 Esker Crossing,2173,NSW,Australia,9
Devy,Hannum,M,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18.0,0,03 Lillian Street,3071,VIC,Australia,8
Matilda,Milton,F,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0,0,644 Karstens Place,3040,VIC,Australia,11
Delcine,Hansod,F,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,1,0 Graedel Drive,4817,QLD,Australia,4
Fritz,Geare,M,52,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4.0,1,86 Menomonie Plaza,2290,NSW,Australia,4
Atalanta,Stoeck,F,90,1986-10-24,Geologist IV,missing,Mass Customer,N,Yes,7.0,0,7233 Lerdahl Lane,4212,QLD,Australia,7
Davita,Pristnor,F,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,0,5676 Golf View Junction,2137,NSW,Australia,12
Corena,Postlewhite,F,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,1,2 Mcguire Terrace,2323,NSW,Australia,7
Mariette,Alexsandrev,F,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11.0,1,773 Tomscot Plaza,2203,NSW,Australia,10
Everard,missing,M,43,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,No,6.0,1,5 Fisk Way,2230,NSW,Australia,12
Pryce,Larner,M,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,1,0 Pierstorff Place,2770,NSW,Australia,8
Alla,Kyles,F,37,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7.0,1,25253 Straubel Trail,2153,NSW,Australia,10
Tildi,Kirkup,F,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0,0,752 Nevada Circle,2089,NSW,Australia,10
Aigneis,MacKall,F,26,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19.0,1,0672 Mitchell Terrace,4161,QLD,Australia,5
Elihu,Cudworth,M,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10.0,0,78 Parkside Trail,3046,VIC,Australia,8
Gothart,Coomer,M,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20.0,0,7962 Dottie Park,2284,NSW,Australia,5
Adriana,Cullerne,F,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,0,0 Westport Center,4558,QLD,Australia,4
Sly,Offord,M,7,1966-09-07,Occupational Therapist,Health,Mass Customer,N,No,8.0,0,63862 Dawn Park,4655,QLD,Australia,2
Garrek,Rowbotham,M,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4.0,0,2538 Gateway Pass,4152,QLD,Australia,4
Benny,Jammet,F,21,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13.0,0,33006 Petterle Trail,4121,QLD,Australia,8
Frankie,Seydlitz,M,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14.0,0,0130 Loeprich Lane,3808,VIC,Australia,9
Burnaby,Stiffkins,M,20,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7.0,0,0 Warner Road,2680,NSW,Australia,4
Faythe,Janaszewski,U,83,1970-01-01,Research Associate,IT,Mass Customer,N,Yes,0.0,1,7 Ohio Court,3796,VIC,Australia,8
Karlens,Carneck,M,18,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0,0,27 Evergreen Terrace,2261,NSW,Australia,9
Quintin,Dublin,M,48,1958-08-17,Tax Accountant,missing,High Net Worth,N,No,13.0,0,17 Ohio Drive,4053,QLD,Australia,7
Pall,Creek,M,80,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8.0,1,4912 Lukken Way,4570,QLD,Australia,3
Phoebe,Kahen,F,41,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,12.0,0,89 Cherokee Road,4211,QLD,Australia,8
Leigha,Clawson,F,37,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,1,4216 Annamark Pass,4300,QLD,Australia,4
Kev,missing,M,58,1962-01-05,Operator,IT,High Net Worth,N,No,6.0,0,6 Forest Dale Parkway,4017,QLD,Australia,4
Obadiah,Fairall,M,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,0,1 Namekagon Parkway,4075,QLD,Australia,5
Skell,Oxenden,M,83,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,Yes,10.0,1,09810 Dayton Hill,4035,QLD,Australia,8
Debbi,Petschelt,F,66,1980-10-22,missing,Telecommunications,High Net Worth,N,No,4.0,0,85 Magdeline Crossing,3149,VIC,Australia,9
Filbert,Evreux,M,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0,0,7 Laurel Avenue,2125,NSW,Australia,12
Sara-ann,Haddick,F,49,1969-03-23,missing,Health,Mass Customer,N,No,4.0,0,441 Old Shore Circle,2131,NSW,Australia,11
Diane,Busk,F,92,1977-01-27,Systems Administrator II,missing,Mass Customer,N,No,17.0,1,5 Huxley Point,2154,NSW,Australia,10
Kerry,Ford,F,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0,0,3483 Burrows Hill,2137,NSW,Australia,11
Zonnya,Tolland,F,24,1965-11-27,missing,Retail,Mass Customer,N,Yes,15.0,0,84707 Harper Circle,3114,VIC,Australia,10
Dagmar,Panyer,F,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20.0,0,78 Jackson Point,2047,NSW,Australia,11
Daron,missing,F,92,1976-12-17,Junior Executive,missing,High Net Worth,N,No,7.0,0,8 Armistice Circle,3977,VIC,Australia,6
Hashim,Hartwell,M,68,1966-03-03,missing,IT,High Net Worth,N,No,7.0,0,73425 Mitchell Court,4304,QLD,Australia,3
Helli,Cooksley,F,16,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6.0,1,4 5th Circle,2800,NSW,Australia,2
Quillan,Shortland,M,52,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15.0,0,096 Anniversary Point,2030,NSW,Australia,12
Kelsy,Barrowcliff,F,68,1966-04-27,Dental Hygienist,Health,High Net Worth,N,No,15.0,1,7714 Heffernan Circle,3130,VIC,Australia,8
Kassi,List,F,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0,0,2 Portage Avenue,2170,NSW,Australia,9
Gaye,Steutly,F,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,1,636 Debs Circle,3039,VIC,Australia,9
Suzie,Ornillos,F,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,1,08731 Coleman Lane,3352,VIC,Australia,6
Zaria,Van der Krui,F,36,1960-06-21,Desktop Support Technician,missing,Mass Customer,N,Yes,10.0,0,12860 Warner Court,3129,VIC,Australia,8
Sibella,O' Mara,F,48,1967-02-13,Senior Quality Engineer,missing,High Net Worth,N,No,10.0,0,10 Cambridge Street,4567,QLD,Australia,7
Maye,O'Moylane,F,53,1985-10-20,Senior Quality Engineer,missing,Affluent Customer,N,No,21.0,0,8943 Knutson Point,4154,QLD,Australia,9
Cicely,Millier,F,28,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19.0,0,3 Nevada Road,4215,QLD,Australia,3
Normand,Ganderton,M,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13.0,0,01 Havey Drive,2099,NSW,Australia,12
Sheridan,Shaves,M,13,1960-11-26,missing,missing,Mass Customer,N,Yes,5.0,0,466 Westport Drive,2263,NSW,Australia,7
Chrysler,Vasile,F,63,1995-04-10,Junior Executive,missing,Mass Customer,N,Yes,7.0,1,40985 Cherokee Junction,2155,NSW,Australia,10
Zarah,Santello,F,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14.0,0,410 Hoepker Pass,4123,QLD,Australia,5
Michael,Foulis,M,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14.0,0,6 Reinke Street,2768,NSW,Australia,10
Nickolas,Guittet,U,82,1970-01-01,missing,IT,Mass Customer,N,Yes,0.0,1,9097 Superior Drive,2114,NSW,Australia,8
Vidovik,Astall,M,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18.0,0,6 Hansons Park,2145,NSW,Australia,7
Kimberly,Dishmon,F,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,No,3.0,0,5394 Dryden Terrace,3149,VIC,Australia,11
Korey,Gate,M,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,No,10.0,1,56 Bultman Parkway,4721,QLD,Australia,1
Lucinda,Jerok,F,47,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0,1,835 West Hill,2118,NSW,Australia,11
Emera,Margrem,F,72,2000-07-30,Staff Accountant III,missing,Mass Customer,N,Yes,2.0,0,8 Vermont Pass,3930,VIC,Australia,9
Krishnah,Firmage,M,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5.0,0,6238 Hanover Crossing,3141,VIC,Australia,7
Maude,Tixier,U,52,1970-01-01,Research Associate,IT,Mass Customer,N,No,0.0,0,2 Thierer Plaza,3976,VIC,Australia,3
Sammie,Uglow,M,63,1965-07-26,Data Coordiator,missing,Affluent Customer,N,No,17.0,0,71776 Express Avenue,2749,NSW,Australia,8
Ewen,Emes,M,47,1966-12-22,Pharmacist,Health,Affluent Customer,N,Yes,9.0,0,162 Golf View Hill,2011,NSW,Australia,6
Brett,McCalister,M,55,1995-07-30,missing,Retail,Mass Customer,N,Yes,7.0,1,7389 Union Place,2745,NSW,Australia,8
Louella,O' Timony,F,37,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6.0,0,07 Miller Pass,2017,NSW,Australia,9
Marty,Whatford,M,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0,0,30 Delladonna Plaza,3046,VIC,Australia,8
Lonee,Gorce,F,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,11.0,0,7395 Blackbird Lane,2134,NSW,Australia,9
Tull,Godehard.sf,M,2,1976-11-21,Executive Secretary,Retail,High Net Worth,N,Yes,13.0,0,79427 Hudson Trail,3677,VIC,Australia,1
Anna-diana,Kurten,F,79,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0,1,67 Hooker Place,2380,NSW,Australia,5
Talya,Darycott,F,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,No,9.0,0,0380 Chinook Avenue,2047,NSW,Australia,12
Vite,Molyneux,M,90,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1.0,0,4092 Brentwood Trail,2147,NSW,Australia,10
Ninon,Van Der Hoog,F,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19.0,0,613 Mayfield Trail,4012,QLD,Australia,6
Dunstan,Kegley,M,1,1988-04-07,missing,Financial Services,Mass Customer,N,No,15.0,1,2 Spohn Court,2750,NSW,Australia,9
Hewett,Handes,M,19,1989-06-14,Actuary,Financial Services,Mass Customer,N,Yes,2.0,0,05239 Springs Circle,3030,VIC,Australia,7
Caro,McKirton,F,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,No,8.0,0,59 Old Gate Drive,4878,QLD,Australia,5
Wally,Rebbeck,M,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,No,7.0,0,31186 Hoard Junction,2015,NSW,Australia,12
Cayla,Marcus,F,79,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8.0,0,2 Crest Line Crossing,2072,NSW,Australia,9
Basile,Le Floch,M,49,1974-05-16,Assistant Professor,missing,Mass Customer,N,No,8.0,1,18083 Mallard Drive,3075,VIC,Australia,7
Eunice,Risom,F,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0,1,93 Lakeland Court,3810,VIC,Australia,6
Tito,Brash,M,81,1977-12-23,missing,missing,Affluent Customer,N,No,17.0,0,023 Thackeray Lane,2070,NSW,Australia,12
Dianemarie,Hatherall,F,30,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,No,11.0,0,79737 Hollow Ridge Trail,2199,NSW,Australia,9
Bendix,Olivella,M,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21.0,1,95465 Union Plaza,4055,QLD,Australia,7
Lizzie,Duke,F,3,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7.0,1,66238 Old Gate Circle,4157,QLD,Australia,9
Clarinda,Edlyn,F,75,1988-01-13,missing,missing,Mass Customer,N,No,6.0,1,3 Delladonna Street,4799,QLD,Australia,3
Matelda,Kordas,F,91,1963-03-28,Product Engineer,Property,Affluent Customer,N,No,4.0,0,3 Mallard Center,2251,NSW,Australia,8
Venus,Sketch,F,90,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12.0,0,31 Eastwood Circle,2460,NSW,Australia,3
Gil,De Gregorio,U,95,1970-01-01,Software Test Engineer IV,IT,Mass Customer,N,No,0.0,1,507 Onsgard Place,4701,QLD,Australia,1
Pollyanna,Serjeantson,F,45,1955-03-15,Help Desk Operator,missing,High Net Worth,N,Yes,16.0,0,69555 Dakota Alley,4211,QLD,Australia,5
Charles,Carren,M,98,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,No,17.0,1,21969 Lawn Court,2095,NSW,Australia,9
Reba,Southon,F,67,1961-01-26,Programmer II,Health,Mass Customer,N,Yes,19.0,0,7 Erie Court,2263,NSW,Australia,7
Royall,Terris,M,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,No,16.0,0,0724 Oxford Crossing,2146,NSW,Australia,9
Sylvan,Sugge,M,59,1999-10-13,missing,Financial Services,Mass Customer,N,No,1.0,1,1 Monterey Terrace,2011,NSW,Australia,12
Daffi,Sewley,F,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0,1,75 Duke Plaza,2147,NSW,Australia,9
Reeva,Eakeley,F,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,0,156 Lakeland Way,4035,QLD,Australia,9
Shawn,Platfoot,F,33,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,No,17.0,0,91 Mosinee Point,2166,NSW,Australia,5
Bab,Bingall,F,23,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19.0,0,1508 Hooker Avenue,2000,NSW,Australia,8
Lonni,Andrichak,F,68,1977-02-25,missing,Argiculture,Mass Customer,N,No,18.0,0,3202 Ridge Oak Alley,4121,QLD,Australia,9
Jozef,Frizzell,M,32,1975-03-13,Graphic Designer,missing,High Net Worth,N,No,19.0,1,5510 Pepper Wood Street,3429,VIC,Australia,6
Katha,Lockhurst,F,64,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11.0,1,42952 Fairfield Center,3012,VIC,Australia,8
Deedee,Fransinelli,F,26,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,Yes,8.0,0,1 Garrison Street,3103,VIC,Australia,12
Yard,Teeney,M,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5.0,1,013 Armistice Street,2769,NSW,Australia,10
Fields,Bayne,M,89,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0,1,3201 Canary Center,2540,NSW,Australia,9
Trudie,Capper,F,67,1962-09-18,missing,Financial Services,Mass Customer,N,No,9.0,0,4365 Basil Junction,2539,NSW,Australia,7
Trude,Rizzardo,F,29,1974-05-24,VP Quality Control,missing,High Net Worth,N,No,10.0,0,1164 Toban Road,3806,VIC,Australia,5
Robbie,Yakubovics,F,12,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5.0,1,2364 Dovetail Way,3048,VIC,Australia,6
Arv,Whitsey,M,82,1967-02-14,VP Quality Control,Financial Services,Mass Customer,N,Yes,17.0,0,738 Sloan Place,3212,VIC,Australia,5
Jareb,Langcaster,M,33,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,1,318 Jenifer Alley,2119,NSW,Australia,11
Stormie,Smyth,F,92,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Yes,18.0,0,6395 Anthes Hill,4504,QLD,Australia,4
Leigha,Bacchus,F,65,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,N,No,14.0,0,36516 Forster Lane,4034,QLD,Australia,7
Darcy,Jaslem,M,82,1980-10-29,Editor,missing,Mass Customer,N,No,14.0,0,107 Garrison Plaza,2200,NSW,Australia,10
Nathan,Antognazzi,M,98,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,No,12.0,1,717 Oakridge Way,2117,NSW,Australia,8
Lisle,Yokel,M,58,1977-11-13,Social Worker,Health,Mass Customer,N,No,15.0,1,16405 Doe Crossing Parkway,3630,VIC,Australia,3
Elicia,Normanvill,F,53,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12.0,1,16 Monument Place,4701,QLD,Australia,3
Klemens,Eite,M,67,1967-03-15,Actuary,Financial Services,High Net Worth,N,Yes,19.0,0,99841 Talisman Street,4224,QLD,Australia,3
Otes,Gottelier,M,84,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,Yes,11.0,0,21 Duke Hill,4344,QLD,Australia,4
Rodrigo,Felce,M,48,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,N,Yes,1.0,0,891 Anderson Parkway,2009,NSW,Australia,10
Rochella,Harce,F,54,1955-06-05,Research Nurse,Health,Mass Customer,N,Yes,13.0,0,9446 Holmberg Court,2133,NSW,Australia,11
Tirrell,Cosgreave,M,9,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19.0,1,46512 Cambridge Avenue,2759,NSW,Australia,8
Jobina,Dudenie,F,14,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12.0,0,54250 Welch Pass,3145,VIC,Australia,11
Faythe,Rance,F,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Yes,5.0,1,734 South Court,4152,QLD,Australia,8
Sherman,Gullen,M,22,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20.0,1,769 Banding Avenue,2151,NSW,Australia,10
Nathanial,D'Ambrogi,M,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0,0,2590 Northport Hill,2070,NSW,Australia,11
Ephrayim,Beville,M,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,0,9649 Cascade Way,2250,NSW,Australia,8
Kennett,Attack,M,96,1984-09-08,Recruiting Manager,missing,Mass Customer,N,Yes,4.0,0,69 Valley Edge Lane,3144,VIC,Australia,8
Amaleta,Slafford,F,71,1975-10-21,Product Engineer,missing,Mass Customer,N,No,12.0,1,327 Monument Street,3201,VIC,Australia,4
Pascal,Veronique,M,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,No,6.0,1,4 Sunnyside Crossing,2125,NSW,Australia,12
Lorette,Daspar,F,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,No,7.0,0,8 Hoffman Alley,3181,VIC,Australia,10
Bobinette,Stanaway,F,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,No,6.0,0,894 Duke Crossing,2665,NSW,Australia,1
Dev,Caghan,M,22,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,No,9.0,0,01714 Claremont Center,2474,NSW,Australia,3
Jess,Bollans,M,6,1958-07-01,missing,Retail,Mass Customer,N,Yes,5.0,0,6809 Maple Park,3023,VIC,Australia,8
Dare,Wasling,M,4,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,No,7.0,1,95294 Karstens Park,2155,NSW,Australia,9
Miles,Fallows,M,20,1974-03-18,Account Representative II,missing,Mass Customer,N,No,13.0,0,8872 Bunker Hill Crossing,2196,NSW,Australia,9
Darby,Shailer,F,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,No,18.0,0,14 Westport Pass,3029,VIC,Australia,6
Agathe,Dimmick,F,67,1987-06-20,Recruiter,missing,Mass Customer,N,Yes,17.0,1,867 Grim Terrace,3754,VIC,Australia,6
Mandie,Jeger,F,11,1978-09-12,Community Outreach Specialist,missing,High Net Worth,N,Yes,17.0,0,48023 International Way,3630,VIC,Australia,1
Foss,Yanele,M,2,1971-07-08,Librarian,Entertainment,Mass Customer,N,Yes,18.0,0,0 Prairie Rose Place,3802,VIC,Australia,7
Toni,Harbidge,F,57,1969-07-20,Associate Professor,Retail,Mass Customer,N,No,4.0,0,56145 Porter Lane,2010,NSW,Australia,10
Purcell,Chinnery,M,57,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5.0,0,509 Ridgeway Junction,3166,VIC,Australia,10
Gabriella,missing,F,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,1,41 Eagan Junction,2570,NSW,Australia,8
Melamie,Hardman,F,81,1990-04-08,Accountant IV,IT,High Net Worth,N,Yes,12.0,0,5290 Lunder Park,2287,NSW,Australia,7
Holly-anne,Hamman,F,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17.0,0,52425 Prairie Rose Road,4500,QLD,Australia,6
Charlena,Muzzi,F,26,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0,0,7939 Toban Crossing,2770,NSW,Australia,7
Daron,Umpleby,F,24,1980-06-29,missing,Health,High Net Worth,N,Yes,4.0,1,0672 Lyons Pass,2153,NSW,Australia,10
Adelbert,Doelle,M,10,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,No,20.0,0,904 Mandrake Parkway,2820,NSW,Australia,1
Anet,Pellitt,F,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18.0,1,3007 Summer Ridge Street,4511,QLD,Australia,7
Isabelita,Kitchener,F,35,1997-12-24,Office Assistant III,missing,Mass Customer,N,No,3.0,0,47 Veith Junction,3196,VIC,Australia,9
Huberto,Bazylets,M,27,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,No,2.0,1,007 Canary Circle,2047,NSW,Australia,12
Tonya,Ritmeier,F,96,1986-04-16,Senior Developer,missing,Affluent Customer,N,No,3.0,1,1 Saint Paul Terrace,2161,NSW,Australia,6
Aloisia,Ivel,F,11,1988-06-22,Assistant Manager,Retail,Mass Customer,N,No,10.0,0,87705 Hovde Center,4870,QLD,Australia,5
Neda,Longfellow,F,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,Yes,9.0,0,765 6th Plaza,4226,QLD,Australia,7
Alikee,Sjollema,F,24,1973-01-16,Graphic Designer,missing,Affluent Customer,N,No,9.0,1,248 Bartillon Plaza,4059,QLD,Australia,9
Shayna,McQuin,F,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,0,66811 Lerdahl Way,4160,QLD,Australia,4
Leif,Feeney,M,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0,0,5809 Coolidge Avenue,2747,NSW,Australia,6
Raul,Cabrer,M,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4.0,0,2769 Banding Avenue,3189,VIC,Australia,10
